Magnitude,Depth,destruction,Victim's reaction,Intensity
6.7,30.0,3,4,5
6.6,34.0,4,5,6
7.2,78.0,4,5,6
7.0,24.4,5,6,7
7.3,10.0,8,9,10
7.1,34.0,4,5,6
6.5,33.0,4,5,6
7.3,63.0,7,8,9
7.5,22.0,3,4,5
6.6,29.0,4,5,6
6.1,9.0,6,7,8
8.1,13.0,7,8,9
7.4,20.0,6,7,8
7.5,126.0,6,7,8
7.6,25.0,8,9,10
6.6,23.0,3,4,5
6.9,51.6,4,5,6
6.6,118.0,4,5,6
6.9,33.0,3,4,5
7.7,14.86,4,5,6
8.2,25.0,9,10,11
7.2,16.0,8,9,10
6.6,8.0,6,7,8
7.8,31.0,5,6,7
6.8,16.441,3,4,5
7.7,60.0,6,7,8
7.0,147.0,4,5,6
6.6,26.0,5,6,7
5.4,55.0,5,6,7
6.7,23.0,3,4,5
7.3,10.0,2,3,4
7.8,28.0,6,7,8
7.1,40.0,4,5,6
6.9,34.0,6,7,8
9.2,25.0,9,10,11
8.6,30.0,6,7,8
6.8,12.0,5,6,7
6.5,15.0,6,7,8
6.8,12.0,5,6,7
6.7,20.49,5,6,7
6.9,13.0,2,3,4
6.5,30.0,4,5,6
6.5,224.6,3,4,5
7.7,10.0,2,3,4
6.8,630.379,1,2,3
8.2,7.0,4,5,6
6.6,43.21,2,3,4
6.7,5.0,4,5,6
5.6,13.0,6,7,8
7.3,25.0,5,6,7
6.3,79.0,5,6,7
6.6,20.0,4,5,6
6.5,10.0,3,4,5
6.8,112.0,4,5,6
6.7,10.0,3,4,5
7.4,26.0,5,6,7
5.9,13.0,7,8,9
7.9,135.0,5,6,7
7.0,33.0,7,8,9
5.5,10.0,6,7,8
6.8,21.0,3,4,5
7.2,24.0,5,6,7
7.2,110.0,5,6,7
6.9,28.0,5,6,7
7.3,19.0,6,7,8
6.0,83.0,6,7,8
7.0,23.0,5,6,7
6.6,16.0,6,7,8
7.9,20.0,9,10,11
6.9,16.7,2,3,4
8.4,33.0,6,7,8
6.8,50.0,3,4,5
8.2,46.66,4,5,6
7.1,33.0,6,7,8
7.1,135.0,4,5,6
7.5,41.0,5,6,7
6.7,24.0,5,6,7
7.4,43.0,5,6,7
6.8,535.0,1,2,3
8.0,10.0,8,9,10
7.1,45.0,3,4,5
8.5,60.0,8,9,10
6.7,94.0,4,5,6
6.5,10.0,5,6,7
8.4,30.0,9,10,11
5.4,10.0,2,3,4
6.7,27.59,3,4,5
4.9,22.0,6,7,8
5.3,10.0,6,7,8
5.6,60.0,6,7,8
6.8,147.0,4,5,6
4.9,13.0,5,6,7
6.5,33.0,4,5,6
6.6,10.0,5,6,7
6.3,33.0,6,7,8
7.5,33.0,5,6,7
6.6,33.0,6,7,8
6.5,18.0,5,6,7
7.8,8.22,7,8,9
8.6,60.0,5,6,7
8.1,23.0,7,8,9
6.7,16.0,5,6,7
7.0,10.0,2,3,4
7.8,15.0,8,9,10
6.6,10.0,2,3,4
8.0,25.0,7,8,9
6.6,25.0,4,5,6
6.5,17.0,5,6,7
6.8,96.0,4,5,6
6.7,461.0,1,2,3
6.7,21.0,4,5,6
6.7,46.0,4,5,6
6.6,37.0,6,7,8
6.8,36.0,4,5,6
6.6,53.19,4,5,6
6.8,14.0,4,5,6
6.1,27.0,5,6,7
7.8,15.11,7,8,9
6.7,206.3,2,3,4
6.7,17.0,4,5,6
7.8,14.0,5,6,7
6.6,10.0,2,3,4
7.5,18.0,4,5,6
7.0,36.0,8,9,10
6.5,10.0,5,6,7
7.3,10.0,8,9,10
5.1,12.0,2,3,4
5.9,16.0,6,7,8
6.4,20.0,6,7,8
5.8,10.0,8,9,10
7.0,2.0,4,5,6
6.7,10.0,2,3,4
8.6,33.0,9,10,11
5.3,0.0,2,3,4
7.4,10.0,3,4,5
6.5,14.83,2,3,4
7.9,40.0,6,7,8
6.5,5.0,5,6,7
6.8,40.2,5,6,7
7.7,16.0,7,8,9
6.6,14.0,4,5,6
6.9,9.0,4,5,6
8.1,34.0,7,8,9
7.1,10.0,3,4,5
7.1,34.0,4,5,6
6.9,132.0,6,7,8
6.2,10.0,6,7,8
8.6,50.0,8,9,10
6.6,128.1,3,4,5
6.9,29.0,4,5,6
7.2,78.0,4,5,6
8.6,40.0,7,8,9
7.9,33.0,6,7,8
6.9,27.0,6,7,8
7.6,15.0,7,8,9
6.9,12.0,2,3,4
7.0,11.0,6,7,8
4.0,3.0,5,6,7
7.0,10.0,7,8,9
5.9,15.0,5,6,7
6.6,38.0,6,7,8
7.9,35.0,5,6,7
7.2,24.0,5,6,7
6.8,24.9,4,5,6
7.4,6.0,7,8,9
6.6,113.7,3,4,5
6.0,11.0,5,6,7
7.9,49.0,6,7,8
5.8,29.0,5,6,7
7.7,30.0,8,9,10
7.6,13.0,5,6,7
6.0,10.0,7,8,9
6.5,24.0,4,5,6
6.9,9.0,4,5,6
5.6,15.0,5,6,7
6.8,51.798,5,6,7
7.0,8.8,4,5,6
6.7,40.8,2,3,4
6.7,26.0,7,8,9
5.5,70.0,8,9,10
6.5,38.0,3,4,5
6.5,228.4,2,3,4
6.7,27.4,4,5,6
6.9,13.0,2,3,4
7.4,23.0,6,7,8
4.7,10.0,4,5,6
6.8,51.798,5,6,7
6.7,26.0,7,8,9
8.1,33.0,7,8,9
6.8,46.0,5,6,7
4.8,12.0,5,6,7
6.1,60.0,6,7,8
7.5,145.0,5,6,7
6.1,15.0,5,6,7
6.2,10.0,6,7,8
7.5,31.0,5,6,7
5.1,15.0,4,5,6
6.8,42.0,4,5,6
7.3,8.0,7,8,9
7.4,70.0,7,8,9
6.0,33.0,6,7,8
6.2,10.0,6,7,8
6.6,204.8,2,3,4
7.0,43.0,5,6,7
7.5,231.0,5,6,7
6.9,9.97,3,4,5
6.2,155.0,4,5,6
5.5,15.0,5,6,7
6.7,71.9,3,4,5
7.6,38.0,6,7,8
6.3,10.0,5,6,7
7.0,21.0,5,6,7
6.6,29.0,5,6,7
7.5,80.0,8,9,10
7.8,34.0,6,7,8
6.9,10.0,2,3,4
6.5,14.83,2,3,4
6.5,10.0,4,5,6
6.9,10.0,5,6,7
7.5,7.0,5,6,7
6.9,414.5,1,2,3
5.7,10.0,7,8,9
6.7,15.0,7,8,9
6.9,110.0,4,5,6
8.5,13.0,7,8,9
6.0,63.0,6,7,8
6.5,10.0,3,4,5
6.6,212.0,2,3,4
7.3,219.0,5,6,7
6.9,9.0,4,5,6
7.5,5.0,7,8,9
5.0,6.0,6,7,8
7.4,10.0,5,6,7
6.3,21.0,6,7,8
7.6,606.21,3,4,5
7.1,18.0,7,8,9
7.9,94.54,5,6,7
6.6,21.0,5,6,7
7.5,18.0,7,8,9
7.0,137.0,3,4,5
6.8,82.0,4,5,6
8.3,22.4,7,8,9
6.6,10.0,3,4,5
6.8,19.0,4,5,6
6.2,33.0,8,9,10
6.9,12.0,2,3,4
7.2,10.0,6,7,8
7.1,42.0,5,6,7
6.5,15.0,7,8,9
6.8,12.59,4,5,6
7.0,267.0,2,3,4
6.5,402.0,1,2,3
7.2,18.98,5,6,7
6.6,10.0,5,6,7
6.7,12.0,4,5,6
6.6,37.0,6,7,8
7.2,47.0,6,7,8
7.0,9.0,3,4,5
7.5,24.0,4,5,6
5.8,6.0,5,6,7
7.2,32.0,4,5,6
6.7,24.0,5,6,7
6.7,18.0,3,4,5
5.8,10.0,7,8,9
5.8,10.0,7,8,9
6.5,110.0,4,5,6
5.8,10.0,7,8,9
7.1,10.0,4,5,6
7.0,2.0,4,5,6
5.2,22.0,4,5,6
7.1,155.0,3,4,5
7.7,10.0,6,7,8
8.4,34.0,6,7,8
6.7,200.7,2,3,4
7.8,15.0,7,8,9
6.5,36.0,4,5,6
7.8,100.0,9,10,11
7.0,44.0,5,6,7
7.9,14.06,2,3,4
6.6,591.0,1,2,3
6.3,14.0,3,4,5
6.7,23.0,4,5,6
6.5,20.0,5,6,7
8.2,25.1,4,5,6
6.5,24.0,2,3,4
6.4,20.0,6,7,8
9.5,33.0,10,11,12
6.0,5.0,6,7,8
7.6,60.0,8,9,10
6.5,33.0,4,5,6
6.5,33.93,4,5,6
7.1,60.0,8,9,10
6.5,29.0,4,5,6
7.7,80.0,6,7,8
8.16,27.0,7,8,9
7.0,10.0,2,3,4
6.7,16.0,5,6,7
8.2,32.2,5,6,7
6.8,10.0,3,4,5
6.6,27.0,5,6,7
6.2,15.0,6,7,8
7.1,60.53,5,6,7
6.6,53.19,4,5,6
5.6,10.0,5,6,7
6.7,152.0,3,4,5
7.2,33.0,4,5,6
6.8,16.0,5,6,7
7.6,81.0,6,7,8
6.5,110.0,4,5,6
8.2,32.0,6,7,8
7.0,28.41,5,6,7
6.7,55.0,6,7,8
6.8,161.0,6,7,8
7.0,147.0,4,5,6
6.5,13.0,6,7,8
6.9,6.0,7,8,9
7.3,19.0,5,6,7
6.7,223.0,4,5,6
7.1,15.0,6,7,8
7.6,102.0,4,5,6
6.6,39.0,4,5,6
7.5,10.0,8,9,10
6.9,405.69,1,2,3
7.4,35.0,6,7,8
5.5,33.0,2,3,4
6.6,19.0,5,6,7
6.1,33.0,7,8,9
7.3,19.0,6,7,8
7.2,9.987,7,8,9
6.8,65.842,5,6,7
6.6,10.0,4,5,6
6.4,10.0,6,7,8
4.9,7.0,4,5,6
6.7,33.0,4,5,6
7.2,16.37,3,4,5
5.2,15.0,5,6,7
6.9,24.0,3,4,5
7.4,30.0,5,6,7
8.2,60.0,8,9,10
7.0,19.0,4,5,6
6.9,9.0,5,6,7
7.5,10.0,9,10,11
6.9,53.0,5,6,7
5.9,10.0,7,8,9
6.5,192.955,2,3,4
6.5,42.9,4,5,6
6.6,33.0,4,5,6
7.4,33.0,5,6,7
7.6,25.0,8,9,10
7.3,10.0,8,9,10
7.8,40.0,6,7,8
7.8,24.0,1,2,3
7.1,39.0,5,6,7
6.9,10.0,1,2,3
6.1,9.0,4,5,6
7.3,10.0,7,8,9
6.6,35.0,2,3,4
9.3,10.0,7,8,9
6.5,110.0,4,5,6
7.6,30.0,8,9,10
6.5,119.0,3,4,5
6.7,12.0,5,6,7
7.1,33.0,4,5,6
6.5,33.0,5,6,7
6.6,21.0,5,6,7
7.1,60.0,8,9,10
7.1,206.7,3,4,5
6.6,10.0,5,6,7
6.6,614.0,1,2,3
5.8,15.0,6,7,8
7.5,10.0,7,8,9
5.8,15.0,4,5,6
6.3,15.0,7,8,9
6.8,46.0,5,6,7
6.0,10.0,6,7,8
6.1,25.0,6,7,8
6.5,10.0,4,5,6
7.4,30.0,5,6,7
7.1,40.0,4,5,6
6.6,13.0,7,8,9
6.9,24.0,5,6,7
6.8,5.0,8,9,10
6.9,51.6,4,5,6
6.7,15.0,7,8,9
5.5,19.0,7,8,9
7.2,18.98,5,6,7
6.6,50.0,4,5,6
7.1,292.0,2,3,4
7.6,90.0,5,6,7
6.6,18.0,5,6,7
6.9,145.0,3,4,5
6.8,5.0,8,9,10
5.9,48.0,4,5,6
8.0,19.0,9,10,11
7.0,19.9,6,7,8
6.8,22.0,2,3,4
6.4,10.0,6,7,8
7.0,123.1,4,5,6
7.0,24.0,5,6,7
7.0,10.0,8,9,10
6.9,28.0,4,5,6
6.7,624.0,1,2,3
6.4,23.0,6,7,8
7.9,42.6,5,6,7
6.7,34.0,3,4,5
7.0,32.0,3,4,5
6.8,50.0,5,6,7
8.0,25.0,7,8,9
6.7,15.0,9,10,11
6.8,50.0,5,6,7
6.7,25.7,5,6,7
7.7,140.0,5,6,7
6.7,40.8,2,3,4
6.7,16.0,8,9,10
7.8,20.59,7,8,9
6.6,10.0,8,9,10
6.6,35.0,7,8,9
7.3,8.0,6,7,8
6.5,13.0,4,5,6
7.3,165.49,5,6,7
5.9,33.0,6,7,8
6.6,10.0,3,4,5
5.6,10.0,6,7,8
7.4,70.0,7,8,9
7.6,33.0,4,5,6
7.2,20.0,8,9,10
7.3,16.0,8,9,10
7.1,35.0,2,3,4
7.0,23.0,5,6,7
6.2,21.0,6,7,8
7.6,3.0,5,6,7
8.3,10.0,5,6,7
7.0,39.0,5,6,7
6.6,22.0,3,4,5
7.8,20.1,5,6,7
5.1,10.0,2,3,4
6.6,57.0,6,7,8
6.6,34.8,5,6,7
6.5,39.7,3,4,5
8.0,600.0,2,3,4
8.3,25.0,10,11,12
6.9,17.0,7,8,9
6.9,56.6,3,4,5
7.2,10.0,4,5,6
7.3,40.0,4,5,6
6.5,10.0,6,7,8
6.7,11.0,5,6,7
6.8,33.0,4,5,6
8.3,14.0,7,8,9
7.2,36.0,5,6,7
7.7,25.0,8,9,10
6.8,15.0,8,9,10
6.7,26.59,3,4,5
8.0,100.0,6,7,8
6.9,10.0,7,8,9
6.8,11.0,2,3,4
7.5,33.0,4,5,6
6.6,11.0,6,7,8
6.0,11.0,6,7,8
7.0,15.0,7,8,9
6.6,118.0,4,5,6
7.7,18.6,2,3,4
6.6,9.0,5,6,7
7.2,20.0,5,6,7
6.9,28.0,5,6,7
5.7,11.0,4,5,6
5.4,4.0,6,7,8
7.3,385.5,2,3,4
6.8,50.0,7,8,9
6.5,21.0,3,4,5
7.3,10.0,6,7,8
8.0,100.0,6,7,8
5.9,16.0,6,7,8
5.1,10.0,5,6,7
7.2,50.0,4,5,6
7.8,43.3,6,7,8
7.4,20.0,5,6,7
6.9,50.0,6,7,8
7.0,33.0,4,5,6
7.6,10.0,7,8,9
6.5,2.7,6,7,8
6.7,33.0,4,5,6
6.9,29.0,5,6,7
8.1,30.0,5,6,7
6.6,18.0,5,6,7
6.7,12.0,6,7,8
5.2,21.0,6,7,8
6.7,20.0,4,5,6
5.4,11.0,3,4,5
6.6,24.0,5,6,7
6.7,32.0,4,5,6
6.4,33.0,8,9,10
6.5,20.0,2,3,4
6.9,21.0,5,6,7
6.5,37.0,1,2,3
7.5,231.0,5,6,7
6.6,187.1,2,3,4
6.1,10.0,6,7,8
6.7,22.91,5,6,7
6.3,206.0,4,5,6
6.6,62.0,5,6,7
7.7,17.8,8,9,10
6.5,105.631,4,5,6
7.5,120.0,5,6,7
6.2,43.0,9,10,11
7.1,19.04,6,7,8
6.4,108.0,7,8,9
6.8,36.0,4,5,6
7.0,150.0,7,8,9
6.1,11.0,8,9,10
6.9,29.0,4,5,6
7.1,34.0,4,5,6
7.7,48.0,6,7,8
5.1,13.0,4,5,6
6.8,10.0,5,6,7
6.6,134.7,3,4,5
7.5,50.0,3,4,5
6.2,4.0,7,8,9
7.4,24.0,5,6,7
6.8,39.0,3,4,5
7.3,20.0,5,6,7
7.6,105.0,3,4,5
7.0,33.729,6,7,8
6.9,10.0,7,8,9
7.6,26.0,5,6,7
6.6,33.0,4,5,6
6.7,595.854,1,2,3
6.7,34.0,4,5,6
7.7,44.0,6,7,8
5.7,10.0,5,6,7
6.7,23.0,3,4,5
6.4,13.0,7,8,9
7.4,39.0,4,5,6
6.5,119.0,3,4,5
5.8,11.0,8,9,10
6.7,12.0,3,4,5
7.8,20.0,8,9,10
6.5,11.0,5,6,7
6.7,17.0,4,5,6
7.6,15.0,8,9,10
7.2,24.0,5,6,7
7.5,26.0,5,6,7
8.3,22.44,6,7,8
7.3,16.0,8,9,10
7.1,10.0,3,4,5
5.6,18.0,6,7,8
7.2,16.37,3,4,5
6.0,23.0,4,5,6
6.8,26.0,5,6,7
7.5,33.0,4,5,6
6.8,35.0,3,4,5
8.0,60.5,7,8,9
6.8,101.0,4,5,6
7.9,5.0,7,8,9
6.7,19.0,4,5,6
7.8,33.0,5,6,7
6.9,10.0,5,6,7
6.9,145.0,3,4,5
7.2,78.0,4,5,6
6.9,27.0,6,7,8
6.6,118.0,4,5,6
6.6,96.0,4,5,6
5.1,10.0,2,3,4
8.3,10.0,4,5,6
6.2,50.0,5,6,7
6.6,35.0,7,8,9
7.7,24.0,6,7,8
5.0,10.0,5,6,7
7.6,35.0,8,9,10
6.2,84.0,5,6,7
6.6,131.8,4,5,6
7.4,30.0,8,9,10
7.5,20.0,6,7,8
6.5,20.0,7,8,9
6.6,17.0,5,6,7
6.2,5.0,4,5,6
7.9,135.0,5,6,7
6.5,371.0,2,3,4
6.6,16.0,6,7,8
7.8,40.0,6,7,8
6.2,30.0,6,7,8
8.3,10.0,5,6,7
6.7,5.0,4,5,6
7.1,21.1,5,6,7
7.3,10.0,7,8,9
6.7,31.0,4,5,6
7.6,35.0,5,6,7
6.4,13.0,4,5,6
6.8,33.0,4,5,6
6.2,22.0,5,6,7
6.8,15.4,4,5,6
7.3,16.0,3,4,5
6.6,35.0,7,8,9
7.6,13.0,5,6,7
8.2,33.0,7,8,9
5.6,26.0,6,7,8
6.1,33.0,6,7,8
6.7,23.0,5,6,7
7.1,21.0,4,5,6
6.9,120.0,8,9,10
6.6,624.464,0,1,2
8.3,30.0,8,9,10
6.7,10.0,6,7,8
6.5,196.0,2,3,4
6.8,12.0,3,4,5
6.7,23.0,4,5,6
6.8,11.0,3,4,5
6.6,13.0,7,8,9
7.5,10.0,5,6,7
5.6,34.0,5,6,7
7.9,33.0,3,4,5
6.5,8.0,2,3,4
7.0,9.0,3,4,5
7.6,60.0,7,8,9
7.1,28.0,4,5,6
7.7,583.2,2,3,4
7.3,31.0,3,4,5
6.5,28.0,4,5,6
6.5,14.2,5,6,7
6.8,10.0,3,4,5
6.8,22.86,4,5,6
6.8,39.0,3,4,5
6.5,16.0,4,5,6
7.9,100.0,8,9,10
7.1,10.0,6,7,8
5.5,11.0,6,7,8
6.8,80.0,7,8,9
5.7,8.0,8,9,10
5.3,8.0,6,7,8
7.9,24.0,6,7,8
6.7,66.0,4,5,6
6.6,16.0,2,3,4
7.0,10.0,3,4,5
6.0,9.0,4,5,6
6.9,27.0,3,4,5
6.9,34.0,6,7,8
6.8,15.4,4,5,6
6.9,28.42,3,4,5
7.8,20.0,8,9,10
6.8,13.0,3,4,5
7.3,33.0,4,5,6
6.6,53.0,3,4,5
6.3,12.0,5,6,7
6.9,34.0,6,7,8
6.6,22.0,3,4,5
6.5,10.0,5,6,7
8.2,33.0,7,8,9
5.6,10.0,5,6,7
6.4,126.0,3,4,5
6.0,70.0,6,7,8
6.9,29.0,5,6,7
5.1,38.0,4,5,6
6.8,10.0,3,4,5
7.9,4.2,7,8,9
6.7,16.0,5,6,7
6.7,10.0,4,5,6
6.7,127.9,4,5,6
6.7,10.0,2,3,4
7.0,123.1,4,5,6
7.3,40.0,4,5,6
6.8,60.0,9,10,11
6.9,12.0,5,6,7
5.7,8.0,8,9,10
6.7,40.0,4,5,6
6.0,34.0,7,8,9
6.5,37.0,4,5,6
4.8,10.0,3,4,5
6.5,105.0,3,4,5
5.5,33.0,2,3,4
6.6,16.1,3,4,5
7.0,33.729,6,7,8
6.8,10.0,7,8,9
6.8,44.0,4,5,6
7.7,33.0,7,8,9
6.6,27.0,3,4,5
6.8,22.0,5,6,7
5.9,12.0,8,9,10
8.3,23.5,7,8,9
6.9,414.5,1,2,3
6.7,12.0,3,4,5
6.6,131.8,4,5,6
7.7,196.0,4,5,6
6.6,11.0,6,7,8
7.9,10.0,3,4,5
6.8,18.0,5,6,7
4.6,10.0,5,6,7
6.5,9.0,5,6,7
6.5,8.382,7,8,9
6.2,12.0,7,8,9
7.2,19.0,2,3,4
6.8,169.0,3,4,5
4.5,10.0,0,1,2
5.8,10.0,7,8,9
7.9,33.0,4,5,6
6.6,29.0,5,6,7
8.0,35.0,6,7,8
6.1,44.0,5,6,7
6.5,36.0,4,5,6
6.8,10.0,3,4,5
7.0,11.0,4,5,6
7.7,20.0,8,9,10
6.8,17.0,7,8,9
6.4,29.0,3,4,5
5.2,10.0,3,4,5
6.8,33.0,4,5,6
7.9,94.5,5,6,7
5.1,20.0,2,3,4
6.8,147.0,4,5,6
6.7,10.0,5,6,7
7.7,40.0,5,6,7
8.3,30.0,8,9,10
6.7,16.0,6,7,8
7.9,60.0,7,8,9
5.6,10.0,5,6,7
7.8,8.22,7,8,9
6.7,28.0,4,5,6
6.9,26.0,4,5,6
6.6,212.0,2,3,4
6.5,8.0,2,3,4
7.5,120.0,5,6,7
7.8,24.0,1,2,3
7.9,24.0,4,5,6
7.8,30.0,5,6,7
6.2,5.0,4,5,6
7.6,40.0,7,8,9
6.7,5.0,6,7,8
5.7,15.0,5,6,7
6.7,10.0,5,6,7
6.5,13.4,5,6,7
6.8,87.2,5,6,7
5.3,11.0,5,6,7
6.8,40.0,3,4,5
7.0,10.0,8,9,10
5.1,22.0,6,7,8
6.8,24.0,6,7,8
6.1,33.0,5,6,7
6.8,350.4,2,3,4
6.9,174.8,3,4,5
8.0,60.5,7,8,9
6.5,27.0,5,6,7
7.5,27.0,7,8,9
5.8,11.0,5,6,7
4.5,24.0,6,7,8
6.7,24.0,5,6,7
7.4,30.0,7,8,9
7.6,28.0,3,4,5
7.8,15.0,7,8,9
6.9,41.0,4,5,6
7.3,16.0,3,4,5
6.9,27.0,6,7,8
6.6,15.0,5,6,7
6.6,113.7,3,4,5
8.2,10.0,5,6,7
6.3,15.0,6,7,8
6.5,21.0,3,4,5
5.9,16.0,6,7,8
6.8,10.0,2,3,4
6.9,5.0,5,6,7
9.1,29.0,7,8,9
6.6,25.0,4,5,6
6.4,72.0,7,8,9
8.5,13.0,7,8,9
6.0,18.0,1,2,3
5.4,15.0,5,6,7
6.1,33.0,6,7,8
5.8,17.0,5,6,7
7.6,20.0,7,8,9
5.4,5.0,5,6,7
7.4,30.0,5,6,7
7.1,10.0,5,6,7
6.9,19.73,4,5,6
6.7,34.0,3,4,5
6.5,35.0,3,4,5
6.0,82.0,3,4,5
6.6,204.8,2,3,4
7.2,110.0,5,6,7
6.6,35.0,7,8,9
8.6,40.0,7,8,9
6.6,10.0,5,6,7
7.0,130.0,5,6,7
7.0,24.4,5,6,7
6.5,21.0,4,5,6
6.6,53.19,4,5,6
6.9,110.0,4,5,6
8.1,33.0,7,8,9
5.2,42.0,1,2,3
7.1,10.0,3,4,5
6.8,38.12,4,5,6
6.9,13.0,2,3,4
5.9,70.0,6,7,8
6.9,53.0,5,6,7
6.8,12.0,8,9,10
7.0,150.0,7,8,9
6.4,17.0,3,4,5
6.9,50.0,6,7,8
6.8,38.0,4,5,6
4.9,7.0,4,5,6
5.9,38.0,4,5,6
6.6,18.0,5,6,7
7.6,90.0,5,6,7
7.8,15.0,3,4,5
6.8,40.0,3,4,5
5.2,33.0,4,5,6
5.7,8.0,5,6,7
7.0,114.1,5,6,7
6.5,9.0,3,4,5
7.1,10.0,7,8,9
6.8,15.4,4,5,6
7.0,22.0,3,4,5
8.6,30.0,6,7,8
6.6,96.0,4,5,6
6.5,90.0,5,6,7
6.4,126.0,3,4,5
7.3,10.0,8,9,10
7.7,22.4,7,8,9
7.6,20.0,7,8,9
7.9,20.0,9,10,11
6.8,12.0,5,6,7
6.9,50.0,6,7,8
4.7,10.0,4,5,6
8.1,28.93,6,7,8
6.9,130.0,4,5,6
6.5,622.73,0,1,2
6.8,35.0,4,5,6
6.8,11.0,0,1,2
6.1,10.0,6,7,8
6.7,24.0,4,5,6
6.7,33.0,3,4,5
7.0,24.4,5,6,7
6.4,5.0,6,7,8
7.7,70.0,5,6,7
7.0,33.0,5,6,7
7.5,15.0,8,9,10
5.6,10.0,5,6,7
6.2,22.0,5,6,7
7.3,16.0,5,6,7
6.7,5.0,6,7,8
8.0,45.6,6,7,8
6.6,15.0,5,6,7
6.9,11.0,5,6,7
7.1,58.0,5,6,7
4.5,24.0,6,7,8
6.6,10.0,6,7,8
7.8,20.59,7,8,9
7.6,30.0,5,6,7
6.8,35.0,4,5,6
6.7,66.0,4,5,6
7.5,145.0,5,6,7
6.7,12.0,5,6,7
6.9,12.0,4,5,6
6.6,33.0,5,6,7
7.7,25.0,4,5,6
7.7,15.0,7,8,9
7.0,33.0,4,5,6
5.6,15.0,6,7,8
7.9,24.0,6,7,8
6.4,37.0,3,4,5
6.4,9.0,6,7,8
6.4,107.0,2,3,4
6.5,10.0,5,6,7
6.6,18.0,5,6,7
6.7,16.0,5,6,7
6.5,29.0,3,4,5
7.0,19.0,4,5,6
7.3,19.0,7,8,9
8.3,598.1,3,4,5
8.3,100.0,7,8,9
6.9,93.0,5,6,7
6.7,11.0,5,6,7
6.5,30.0,4,5,6
6.5,24.0,4,5,6
5.8,15.0,6,7,8
6.7,32.0,4,5,6
6.6,14.0,4,5,6
6.9,10.0,1,2,3
7.7,20.0,7,8,9
6.5,10.0,5,6,7
7.6,24.0,5,6,7
6.7,21.0,4,5,6
7.2,38.0,4,5,6
6.7,10.0,1,2,3
6.7,11.0,4,5,6
4.6,6.0,4,5,6
7.3,35.0,5,6,7
4.7,33.0,5,6,7
7.7,16.0,7,8,9
6.1,15.0,5,6,7
5.9,16.0,7,8,9
6.7,11.0,6,7,8
6.5,402.0,1,2,3
7.7,22.4,7,8,9
6.8,82.0,4,5,6
6.7,10.0,2,3,4
6.5,35.0,3,4,5
6.9,10.0,6,7,8
6.6,25.0,4,5,6
6.5,110.0,3,4,5
6.8,18.0,5,6,7
6.5,59.0,5,6,7
7.8,50.0,8,9,10
6.5,10.0,4,5,6
7.0,80.0,3,4,5
5.4,12.0,6,7,8
7.0,10.0,2,3,4
6.8,53.0,3,4,5
7.3,8.0,6,7,8
6.5,577.0,0,1,2
6.7,10.0,6,7,8
7.3,385.5,2,3,4
6.6,164.6,3,4,5
6.7,200.7,2,3,4
6.6,33.0,4,5,6
5.5,33.0,2,3,4
7.0,37.0,4,5,6
6.4,15.0,6,7,8
6.9,150.0,6,7,8
7.1,40.7,5,6,7
7.7,33.0,5,6,7
7.5,10.0,8,9,10
6.9,33.3,2,3,4
5.6,11.0,6,7,8
6.5,17.0,5,6,7
6.6,21.0,4,5,6
6.2,6.0,4,5,6
6.9,115.0,2,3,4
6.8,34.0,4,5,6
5.0,33.0,4,5,6
5.6,21.0,5,6,7
8.7,30.0,6,7,8
7.1,49.0,7,8,9
7.6,20.0,7,8,9
7.3,19.0,7,8,9
6.4,20.0,6,7,8
6.7,18.0,4,5,6
7.9,10.0,7,8,9
4.7,18.0,4,5,6
5.5,15.0,5,6,7
7.0,33.729,6,7,8
6.9,17.0,7,8,9
5.6,25.0,5,6,7
6.5,100.8,4,5,6
8.3,3.0,7,8,9
6.4,15.0,8,9,10
6.7,18.0,3,4,5
6.3,33.0,7,8,9
6.9,10.0,5,6,7
6.7,20.49,5,6,7
5.6,11.0,6,7,8
6.9,9.0,5,6,7
7.3,33.0,8,9,10
6.9,13.0,2,3,4
7.2,19.0,5,6,7
6.7,4.0,6,7,8
7.3,8.0,7,8,9
6.4,29.0,7,8,9
6.5,33.0,4,5,6
7.0,10.0,4,5,6
6.7,33.0,3,4,5
6.9,25.0,2,3,4
7.2,25.0,8,9,10
6.8,72.6,4,5,6
7.2,10.0,8,9,10
6.7,28.0,4,5,6
6.7,71.9,3,4,5
6.0,27.0,5,6,7
8.0,60.5,7,8,9
7.8,15.0,6,7,8
7.6,25.0,7,8,9
6.7,553.81,1,2,3
6.8,150.0,3,4,5
6.9,188.6,3,4,5
7.8,59.0,7,8,9
6.9,49.0,4,5,6
7.6,10.0,5,6,7
6.6,10.0,5,6,7
6.4,15.0,6,7,8
6.7,12.0,5,6,7
6.5,33.0,4,5,6
5.5,20.0,5,6,7
6.2,5.0,4,5,6
6.7,33.0,3,4,5
8.0,644.8,2,3,4
8.0,644.8,2,3,4
6.9,10.0,7,8,9
8.4,34.0,4,5,6
6.0,26.0,6,7,8
6.9,8.0,3,4,5
6.5,192.955,2,3,4
6.8,35.0,3,4,5
6.9,10.0,3,4,5
8.2,60.0,8,9,10
7.0,185.1,3,4,5
6.0,15.0,6,7,8
7.7,48.0,6,7,8
6.1,33.0,5,6,7
7.9,4.2,7,8,9
7.1,48.0,6,7,8
6.5,16.0,4,5,6
